Data Source,Health Nutrition and Population Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,9/25/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,PLW,"Age at first marriage, male",SP.DYN.SMAM.MA,,29.1,,,,,,,,,,28.9,,,,,,,,,,,,,
Papua New Guinea,PNG,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,25,,,,,,,,,,,,
Poland,POL,"Age at first marriage, male",SP.DYN.SMAM.MA,,,27.4,27.6,27.8,28,,,28,,,,,,,,,28.7,,,,,,,
Pre-demographic dividend,PRE,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,26.2,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,29,,,,,,,,,,
Portugal,PRT,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,28.3,,,,,,,,,,32.2,,,,,,,
Paraguay,PRY,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,26.8,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,"Age at first marriage, male",SP.DYN.SMAM.MA,,,25.3,24.9,,,26.9,,,,,,,26.6,,,27.8,,,,,,,,
Pacific island small states,PSS,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Age at first marriage, male",SP.DYN.SMAM.MA,,,32.1,,,,,,,,,,,35.5,,,,,,,,,,,
Qatar,QAT,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,27.7,28.7,,,,,,27.6,,,,,,27.3,,,,,,,,
Romania,ROU,"Age at first marriage, male",SP.DYN.SMAM.MA,,26.2,,26.6,27.1,,,,28.6,28.9,27.2,29,29.2,29.3,29.2,29.3,29.5,29.4,,,,,,,
Russian Federation,RUS,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,25.2,,,,,,,,27,,,,,,,,
Rwanda,RWA,"Age at first marriage, male",SP.DYN.SMAM.MA,,,24.8,,,,25.5,,26.7,,,26.5,,,26.5,,26.6,,,,,,,,
South Asia,SAS,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,"Age at first marriage, male",SP.DYN.SMAM.MA,,,27.7,,,28.4,,,,,26.9,,,28,,,,,,,,,,,
Sudan,SDN,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,29.7,,,,,,,,28.4,,,,,,,,,,
Senegal,SEN,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,29.7,,29,,,27.8,,,,,30,,,29.2,30.5,,,,
Singapore,SGP,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,30,,,,,30.1,,,,,30.4,,,,,,,,
Solomon Islands,SLB,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,26.1,,,,,,,,26.2,,,,,,,,,,,
Sierra Leone,SLE,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,26.6,,,,26.9,,,,26.2,,,,,26.8,,,,,
El Salvador,SLV,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,25.5,,,,,,,,,,,
San Marino,SMR,"Age at first marriage, male",SP.DYN.SMAM.MA,,29.5,,29.8,,,30.4,,,30.9,,31.3,,,,,,,,33.2,33.5,,,,
Somalia,SOM,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,29.8,,,,,,,,,30.4,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,26.1,,,,,,,,27.1,,,,,,,,,,
Sub-Saharan Africa,SSF,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,23,,,,,,,,25,,,,,,,,,,
Suriname,SUR,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,27.5,,,,31.8,,,,,,,,32.8,,,,,,
Slovak Republic,SVK,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,28.3,,29.1,,,30.1,30.4,30.7,31.1,31.4,31.2,32,32.4,32.6,,,,
Slovenia,SVN,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,31.3,,31.9,32,32.1,32.4,32.7,33,33.4,33.7,34.7,35,35.3,33.2,35.5,35.6,35.7,,,,
Sweden,SWE,"Age at first marriage, male",SP.DYN.SMAM.MA,,33.6,33.8,34,34.2,,,34.5,34.5,34.5,34.5,34.4,34.3,34.1,33.9,33.7,33.5,33.2,33.2,,33.1,,,,
Eswatini,SWZ,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,30.1,,,,,,30,30.5,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,32.3,,,,,,,
Seychelles,SYC,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,27.3,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,29.3,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,28.3,,,,,,,,,,,,,,,,,
Chad,TCD,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,24.1,,,25.2,,,,24.5,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,27,,28.2,,,,,,,,,,27.6,,,,27.6,,,,
Thailand,THA,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,27.4,,,,,,,,,,28.5,,,,,,,,
Tajikistan,TJK,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,24.1,,,,,,,,,,24.7,,24.3,,,,,,
Turkmenistan,TKM,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,24.6,27,,,,,26.9,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,"Age at first marriage, male",SP.DYN.SMAM.MA,,,28,,,,,,,,,,28,,,,,,25.5,,,,,,
South Asia (IDA & IBRD),TSA,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,31.4,,,,,,,,,,,31.8,,,,,,,
Tunisia,TUN,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,32.6,,,,,,,,,,,,,,
Turkey,TUR,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,25.4,,26.1,,,26.4,,,,,,,,,,28.1,,,,,
Tuvalu,TUV,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,26.5,,,,,,,,,,,,,,,,
Tanzania,TZA,"Age at first marriage, male",SP.DYN.SMAM.MA,,,25.1,,,24.7,,,25.9,,25,25.1,,,25.5,,25.1,26,,,,,,,
Uganda,UGA,"Age at first marriage, male",SP.DYN.SMAM.MA,,22.5,,,,,,23.4,24.2,,,24,23.8,,,,,24.3,,,,,,,
Ukraine,UKR,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,26,,,,,,25.9,,,,,26.4,,,,,,
Upper middle income,UMC,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,"Age at first marriage, male",SP.DYN.SMAM.MA,,,25.6,,,,,,,,,,,,,,,26.5,,,,,,,
United States,USA,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,27.8,,24,,,,,,,28.8,,,,,,,,,
Uzbekistan,UZB,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,24.1,,24,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,27.8,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,26.5,26,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Age at first marriage, male",SP.DYN.SMAM.MA,24.9,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,26.1,,25.4,26,,26.1,,,26,,26.6,,26.2,,26.4,,,,,,,
Vanuatu,VUT,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,25.3,,,,,,,,,,25.5,,,,,,,,,
World,WLD,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,28.6,,,,,,,,28.7,,,,,,,,,
Kosovo,XKX,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,25.4,,,25.3,,,,,,,26.1,,,,,
South Africa,ZAF,"Age at first marriage, male",SP.DYN.SMAM.MA,,,30.3,,,,,,,30.5,,,,,,,,31.2,,,,,,,
Zambia,ZMB,"Age at first marriage, male",SP.DYN.SMAM.MA,,,25,,,26.6,25.4,,24.8,,,,,25.4,,,26.2,,,,25.9,,,,
Zimbabwe,ZWE,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,26,,25.7,,,25.8,,,,25.9,,,,25.5,,,,25.2,,,,
